"ICD10"	"meaning"	"node_id"	"parent_id"	"selectable"	"phecode"	"description"	"group"	"groupnum"	"added"	"sex"	"rollup"	"leaf"
"M12.88"	"M12.88 Other specific arthropathies, not elsewhere classified (Other)"	6487	6478	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M12.89"	"M12.89 Other specific arthropathies, not elsewhere classified (Site unspecified)"	6488	6478	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M22.2"	"M22.2 Patellofemoral disorders"	6758	6754	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M22.8"	"M22.8 Other disorders of patella"	6761	6754	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M24.6"	"M24.6 Ankylosis of joint"	6921	6854	"N"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M24.60"	"M24.60 Ankylosis of joint (Multiple sites)"	6922	6921	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M24.61"	"M24.61 Ankylosis of joint (Shoulder region)"	6923	6921	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M24.62"	"M24.62 Ankylosis of joint (Upper arm)"	6924	6921	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M24.63"	"M24.63 Ankylosis of joint (Forearm)"	6925	6921	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M24.64"	"M24.64 Ankylosis of joint (Hand)"	6926	6921	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M24.65"	"M24.65 Ankylosis of joint (Pelvic region and thigh)"	6927	6921	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M24.66"	"M24.66 Ankylosis of joint (Lower leg)"	6928	6921	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M24.67"	"M24.67 Ankylosis of joint (Ankle and foot)"	6929	6921	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M24.68"	"M24.68 Ankylosis of joint (Other)"	6930	6921	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M24.69"	"M24.69 Ankylosis of joint (Site unspecified)"	6931	6921	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.0"	"M25.0 Haemarthrosis"	6966	6965	"N"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.00"	"M25.00 Haemarthrosis (Multiple sites)"	6967	6966	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.01"	"M25.01 Haemarthrosis (Shoulder region)"	6968	6966	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.02"	"M25.02 Haemarthrosis (Upper arm)"	6969	6966	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.03"	"M25.03 Haemarthrosis (Forearm)"	6970	6966	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.04"	"M25.04 Haemarthrosis (Hand)"	6971	6966	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.05"	"M25.05 Haemarthrosis (Pelvic region and thigh)"	6972	6966	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.06"	"M25.06 Haemarthrosis (Lower leg)"	6973	6966	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.07"	"M25.07 Haemarthrosis (Ankle and foot)"	6974	6966	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.08"	"M25.08 Haemarthrosis (Other)"	6975	6966	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.09"	"M25.09 Haemarthrosis (Site unspecified)"	6976	6966	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.1"	"M25.1 Fistula of joint"	6977	6965	"N"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M25.10"	"M25.10 Fistula of joint (Multiple sites)"	6978	6977	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M25.11"	"M25.11 Fistula of joint (Shoulder region)"	6979	6977	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M25.12"	"M25.12 Fistula of joint (Upper arm)"	6980	6977	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M25.13"	"M25.13 Fistula of joint (Forearm)"	6981	6977	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M25.14"	"M25.14 Fistula of joint (Hand)"	6982	6977	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M25.15"	"M25.15 Fistula of joint (Pelvic region and thigh)"	6983	6977	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M25.16"	"M25.16 Fistula of joint (Lower leg)"	6984	6977	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M25.17"	"M25.17 Fistula of joint (Ankle and foot)"	6985	6977	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M25.18"	"M25.18 Fistula of joint (Other)"	6986	6977	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M25.19"	"M25.19 Fistula of joint (Site unspecified)"	6987	6977	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M25.4"	"M25.4 Effusion of joint"	7010	6965	"N"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.40"	"M25.40 Effusion of joint (Multiple sites)"	7011	7010	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.41"	"M25.41 Effusion of joint (Shoulder region)"	7012	7010	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.42"	"M25.42 Effusion of joint (Upper arm)"	7013	7010	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.43"	"M25.43 Effusion of joint (Forearm)"	7014	7010	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.44"	"M25.44 Effusion of joint (Hand)"	7015	7010	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.45"	"M25.45 Effusion of joint (Pelvic region and thigh)"	7016	7010	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.46"	"M25.46 Effusion of joint (Lower leg)"	7017	7010	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.47"	"M25.47 Effusion of joint (Ankle and foot)"	7018	7010	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.48"	"M25.48 Effusion of joint (Other)"	7019	7010	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.49"	"M25.49 Effusion of joint (Site unspecified)"	7020	7010	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.6"	"M25.6 Stiffness of joint, not elsewhere classified"	7032	6965	"N"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.60"	"M25.60 Stiffness of joint, not elsewhere classified (Multiple sites)"	7033	7032	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.61"	"M25.61 Stiffness of joint, not elsewhere classified (Shoulder region)"	7034	7032	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.62"	"M25.62 Stiffness of joint, not elsewhere classified (Upper arm)"	7035	7032	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.63"	"M25.63 Stiffness of joint, not elsewhere classified (Forearm)"	7036	7032	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.64"	"M25.64 Stiffness of joint, not elsewhere classified (Hand)"	7037	7032	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.65"	"M25.65 Stiffness of joint, not elsewhere classified (Pelvic region and thigh)"	7038	7032	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.66"	"M25.66 Stiffness of joint, not elsewhere classified (Lower leg)"	7039	7032	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.67"	"M25.67 Stiffness of joint, not elsewhere classified (Ankle and foot)"	7040	7032	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.68"	"M25.68 Stiffness of joint, not elsewhere classified (Other)"	7041	7032	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.69"	"M25.69 Stiffness of joint, not elsewhere classified (Site unspecified)"	7042	7032	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M53.2"	"M53.2 Spinal instabilities"	7783	7760	"N"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M53.20"	"M53.20 Spinal instabilities (Multiple sites in spine)"	7784	7783	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M53.21"	"M53.21 Spinal instabilities (Occipito-atlanto-axial region)"	7785	7783	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M53.22"	"M53.22 Spinal instabilities (Cervical region)"	7786	7783	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M53.23"	"M53.23 Spinal instabilities (Cervicothoracic region)"	7787	7783	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M53.24"	"M53.24 Spinal instabilities (Thoracic region)"	7788	7783	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M53.25"	"M53.25 Spinal instabilities (Thoracolumbar region)"	7789	7783	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M53.26"	"M53.26 Spinal instabilities (Lumbar region)"	7790	7783	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M53.27"	"M53.27 Spinal instabilities (Lumbosacral region)"	7791	7783	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M53.28"	"M53.28 Spinal instabilities (Sacral and sacrococcygeal region)"	7792	7783	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M53.29"	"M53.29 Spinal instabilities (Site unspecified)"	7793	7783	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"R26.2"	"R26.2 Difficulty in walking, not elsewhere classified"	12370	12367	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"R29.4"	"R29.4 Clicking hip"	12381	12376	"Y"	"741"	"Symptoms and disorders of the joints"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M24.6"	"M24.6 Ankylosis of joint"	6921	6854	"N"	"741.1"	"Ankylosis of joint"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M24.60"	"M24.60 Ankylosis of joint (Multiple sites)"	6922	6921	"Y"	"741.1"	"Ankylosis of joint"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M24.61"	"M24.61 Ankylosis of joint (Shoulder region)"	6923	6921	"Y"	"741.1"	"Ankylosis of joint"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M24.62"	"M24.62 Ankylosis of joint (Upper arm)"	6924	6921	"Y"	"741.1"	"Ankylosis of joint"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M24.63"	"M24.63 Ankylosis of joint (Forearm)"	6925	6921	"Y"	"741.1"	"Ankylosis of joint"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M24.64"	"M24.64 Ankylosis of joint (Hand)"	6926	6921	"Y"	"741.1"	"Ankylosis of joint"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M24.65"	"M24.65 Ankylosis of joint (Pelvic region and thigh)"	6927	6921	"Y"	"741.1"	"Ankylosis of joint"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M24.66"	"M24.66 Ankylosis of joint (Lower leg)"	6928	6921	"Y"	"741.1"	"Ankylosis of joint"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M24.67"	"M24.67 Ankylosis of joint (Ankle and foot)"	6929	6921	"Y"	"741.1"	"Ankylosis of joint"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M24.68"	"M24.68 Ankylosis of joint (Other)"	6930	6921	"Y"	"741.1"	"Ankylosis of joint"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M24.69"	"M24.69 Ankylosis of joint (Site unspecified)"	6931	6921	"Y"	"741.1"	"Ankylosis of joint"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.6"	"M25.6 Stiffness of joint, not elsewhere classified"	7032	6965	"N"	"741.2"	"Stiffness of joint"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.60"	"M25.60 Stiffness of joint, not elsewhere classified (Multiple sites)"	7033	7032	"Y"	"741.2"	"Stiffness of joint"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.61"	"M25.61 Stiffness of joint, not elsewhere classified (Shoulder region)"	7034	7032	"Y"	"741.2"	"Stiffness of joint"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.62"	"M25.62 Stiffness of joint, not elsewhere classified (Upper arm)"	7035	7032	"Y"	"741.2"	"Stiffness of joint"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.63"	"M25.63 Stiffness of joint, not elsewhere classified (Forearm)"	7036	7032	"Y"	"741.2"	"Stiffness of joint"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.64"	"M25.64 Stiffness of joint, not elsewhere classified (Hand)"	7037	7032	"Y"	"741.2"	"Stiffness of joint"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.65"	"M25.65 Stiffness of joint, not elsewhere classified (Pelvic region and thigh)"	7038	7032	"Y"	"741.2"	"Stiffness of joint"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.66"	"M25.66 Stiffness of joint, not elsewhere classified (Lower leg)"	7039	7032	"Y"	"741.2"	"Stiffness of joint"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.67"	"M25.67 Stiffness of joint, not elsewhere classified (Ankle and foot)"	7040	7032	"Y"	"741.2"	"Stiffness of joint"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.68"	"M25.68 Stiffness of joint, not elsewhere classified (Other)"	7041	7032	"Y"	"741.2"	"Stiffness of joint"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.69"	"M25.69 Stiffness of joint, not elsewhere classified (Site unspecified)"	7042	7032	"Y"	"741.2"	"Stiffness of joint"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"R26.2"	"R26.2 Difficulty in walking, not elsewhere classified"	12370	12367	"Y"	"741.3"	"Difficulty in walking"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.4"	"M25.4 Effusion of joint"	7010	6965	"N"	"741.4"	"Joint effusions"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.40"	"M25.40 Effusion of joint (Multiple sites)"	7011	7010	"Y"	"741.4"	"Joint effusions"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.41"	"M25.41 Effusion of joint (Shoulder region)"	7012	7010	"Y"	"741.4"	"Joint effusions"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.42"	"M25.42 Effusion of joint (Upper arm)"	7013	7010	"Y"	"741.4"	"Joint effusions"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.43"	"M25.43 Effusion of joint (Forearm)"	7014	7010	"Y"	"741.4"	"Joint effusions"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.44"	"M25.44 Effusion of joint (Hand)"	7015	7010	"Y"	"741.4"	"Joint effusions"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.45"	"M25.45 Effusion of joint (Pelvic region and thigh)"	7016	7010	"Y"	"741.4"	"Joint effusions"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.46"	"M25.46 Effusion of joint (Lower leg)"	7017	7010	"Y"	"741.4"	"Joint effusions"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.47"	"M25.47 Effusion of joint (Ankle and foot)"	7018	7010	"Y"	"741.4"	"Joint effusions"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.48"	"M25.48 Effusion of joint (Other)"	7019	7010	"Y"	"741.4"	"Joint effusions"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.49"	"M25.49 Effusion of joint (Site unspecified)"	7020	7010	"Y"	"741.4"	"Joint effusions"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.0"	"M25.0 Haemarthrosis"	6966	6965	"N"	"741.5"	"Hemarthrosis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.00"	"M25.00 Haemarthrosis (Multiple sites)"	6967	6966	"Y"	"741.5"	"Hemarthrosis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.01"	"M25.01 Haemarthrosis (Shoulder region)"	6968	6966	"Y"	"741.5"	"Hemarthrosis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.02"	"M25.02 Haemarthrosis (Upper arm)"	6969	6966	"Y"	"741.5"	"Hemarthrosis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.03"	"M25.03 Haemarthrosis (Forearm)"	6970	6966	"Y"	"741.5"	"Hemarthrosis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.04"	"M25.04 Haemarthrosis (Hand)"	6971	6966	"Y"	"741.5"	"Hemarthrosis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.05"	"M25.05 Haemarthrosis (Pelvic region and thigh)"	6972	6966	"Y"	"741.5"	"Hemarthrosis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.06"	"M25.06 Haemarthrosis (Lower leg)"	6973	6966	"Y"	"741.5"	"Hemarthrosis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.07"	"M25.07 Haemarthrosis (Ankle and foot)"	6974	6966	"Y"	"741.5"	"Hemarthrosis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.08"	"M25.08 Haemarthrosis (Other)"	6975	6966	"Y"	"741.5"	"Hemarthrosis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M25.09"	"M25.09 Haemarthrosis (Site unspecified)"	6976	6966	"Y"	"741.5"	"Hemarthrosis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.2"	"M12.2 Villonodular synovitis (pigmented)"	6434	6411	"N"	"741.6"	"Villonodular synovitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.20"	"M12.20 Villonodular synovitis (pigmented) (Multiple sites)"	6435	6434	"Y"	"741.6"	"Villonodular synovitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.21"	"M12.21 Villonodular synovitis (pigmented) (Shoulder region)"	6436	6434	"Y"	"741.6"	"Villonodular synovitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.22"	"M12.22 Villonodular synovitis (pigmented) (Upper arm)"	6437	6434	"Y"	"741.6"	"Villonodular synovitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.23"	"M12.23 Villonodular synovitis (pigmented) (Forearm)"	6438	6434	"Y"	"741.6"	"Villonodular synovitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.24"	"M12.24 Villonodular synovitis (pigmented) (Hand)"	6439	6434	"Y"	"741.6"	"Villonodular synovitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.25"	"M12.25 Villonodular synovitis (pigmented) (Pelvic region and thigh)"	6440	6434	"Y"	"741.6"	"Villonodular synovitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.26"	"M12.26 Villonodular synovitis (pigmented) (Lower leg)"	6441	6434	"Y"	"741.6"	"Villonodular synovitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.27"	"M12.27 Villonodular synovitis (pigmented) (Ankle and foot)"	6442	6434	"Y"	"741.6"	"Villonodular synovitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.28"	"M12.28 Villonodular synovitis (pigmented) (Other)"	6443	6434	"Y"	"741.6"	"Villonodular synovitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.29"	"M12.29 Villonodular synovitis (pigmented) (Site unspecified)"	6444	6434	"Y"	"741.6"	"Villonodular synovitis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M22.0"	"M22.0 Recurrent dislocation of patella"	6755	6754	"Y"	"742"	"Derangement of joint, non-traumatic"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M22.1"	"M22.1 Recurrent subluxation of patella"	6756	6754	"N"	"742"	"Derangement of joint, non-traumatic"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M22.10"	"M22.10 Recurrent subluxation of patella, unspecified knee"	6757	6756	"Y"	"742"	"Derangement of joint, non-traumatic"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M23.5"	"M23.5 Chronic instability of knee"	6814	6763	"N"	"742"	"Derangement of joint, non-traumatic"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M23.50"	"M23.50 Chronic instability of knee (Multiple sites)"	6815	6814	"Y"	"742"	"Derangement of joint, non-traumatic"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M23.51"	"M23.51 Chronic instability of knee (Anterior cruciate ligament or Anterior horn of medial meniscus)"	6816	6814	"Y"	"742"	"Derangement of joint, non-traumatic"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M23.52"	"M23.52 Chronic instability of knee (Posterior cruciate ligament or Posterior horn of medial meniscus)"	6817	6814	"Y"	"742"	"Derangement of joint, non-traumatic"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M23.53"	"M23.53 Chronic instability of knee (Medial collateral ligament or Other and unspecified medial meniscus)"	6818	6814	"Y"	"742"	"Derangement of joint, non-traumatic"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M23.54"	"M23.54 Chronic instability of knee (Lateral collateral ligament or Anterior horn of lateral meniscus)"	6819	6814	"Y"	"742"	"Derangement of joint, non-traumatic"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M23.55"	"M23.55 Chronic instability of knee (Posterior horn of lateral meniscus)"	6820	6814	"Y"	"742"	"Derangement of joint, non-traumatic"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M23.56"	"M23.56 Chronic instability of knee (Other and unspecified lateral meniscus)"	6821	6814	"Y"	"742"	"Derangement of joint, non-traumatic"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M23.57"	"M23.57 Chronic instability of knee (Capsular ligament)"	6822	6814	"Y"	"742"	"Derangement of joint, non-traumatic"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M23.59"	"M23.59 Chronic instability of knee (Unspecified ligament or Unspecified meniscus)"	6823	6814	"Y"	"742"	"Derangement of joint, non-traumatic"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M24.0"	"M24.0 Loose body in joint"	6855	6854	"N"	"742"	"Derangement of joint, non-traumatic"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M24.00"	"M24.00 Loose body in joint (Multiple sites)"	6856	6855	"Y"	"742"	"Derangement of joint, non-traumatic"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
