"phecode"	"description"	"sex"	"rollup"	"leaf"	"groupnum"	"group"	"color"	"phecode_exclude_range"	"phecode_exclude_phenotypes"
"727.7"	"Contracture of tendon (sheath)"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"725-729.99"	"Rheumatism, Excluding The Back"
"727.8"	"Plica syndrome"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"725-729.99"	"Rheumatism, Excluding The Back"
"728"	"Disorders of muscle, ligament, and fascia"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"725-729.99"	"Rheumatism, Excluding The Back"
"728.1"	"Muscular calcification and ossification"	"Both"	"0"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"725-729.99"	"Rheumatism, Excluding The Back"
"728.2"	"Laxity of ligament or hypermobility syndrome"	"Both"	"0"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"725-729.99"	"Rheumatism, Excluding The Back"
"728.7"	"Fasciitis"	"Both"	"0"	"0"	"14"	"musculoskeletal"	"darkolivegreen"	"725-729.99"	"Rheumatism, Excluding The Back"
"728.71"	"Contracture of palmar fascia [Dupuytren's disease]"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"725-729.99"	"Rheumatism, Excluding The Back"
"729"	"Other disorders of soft tissues"	"Both"	"1"	"0"	"14"	"musculoskeletal"	"darkolivegreen"	"725-729.99"	"Rheumatism, Excluding The Back"
"729.1"	"Rheumatism, unspecified and fibrositis"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"725-729.99"	"Rheumatism, Excluding The Back"
"729.3"	"Panniculitis"	"Both"	"0"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"725-729.99"	"Rheumatism, Excluding The Back"
"729.7"	"Nontraumatic compartment syndrome"	"Both"	"0"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"725-729.99"	"Rheumatism, Excluding The Back"
"731"	"Osteitis deformans and osteopathies associated with other disorders classified elsewhere"	"Both"	"1"	"0"	"14"	"musculoskeletal"	"darkolivegreen"	"730-739.99"	"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"731.1"	"Osteitis deformans [Paget's disease of bone]"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"730-739.99"	"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"732"	"Osteochondropathies"	"Both"	"1"	"0"	"14"	"musculoskeletal"	"darkolivegreen"	"730-739.99"	"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"732.1"	"Juvenile osteochondrosis"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"730-739.99"	"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"732.7"	"Osteochondritis dissecans"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"730-739.99"	"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"733"	"Other disorders of bone and cartilage"	"Both"	"1"	"0"	"14"	"musculoskeletal"	"darkolivegreen"	"730-739.99"	"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"733.2"	"Cyst of bone"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"730-739.99"	"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"733.4"	"Aseptic necrosis of bone"	"Both"	"0"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"730-739.99"	"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"733.6"	"Costochondritis"	"Both"	"0"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"730-739.99"	"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"733.8"	"Malunion and nonunion of fracture"	"Both"	"0"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"730-739.99"	"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"733.9"	"Chondromalacia"	"Both"	"0"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"730-739.99"	"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
"735"	"Acquired foot deformities"	"Both"	"1"	"0"	"14"	"musculoskeletal"	"darkolivegreen"	"735-739.99"	" Acquired deformities"
"735.1"	"Flat foot"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"735-739.99"	" Acquired deformities"
"735.2"	"Acquired toe deformities"	"Both"	"1"	"0"	"14"	"musculoskeletal"	"darkolivegreen"	"735-739.99"	" Acquired deformities"
"735.21"	"Hammer toe (acquired)"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"735-739.99"	" Acquired deformities"
"735.22"	"Claw toe (acquired)"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"735-739.99"	" Acquired deformities"
"735.23"	"Hallux rigidus"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"735-739.99"	" Acquired deformities"
"735.3"	"Hallux valgus (Bunion)"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"735-739.99"	" Acquired deformities"
"736"	"Other acquired deformities of limbs"	"Both"	"1"	"0"	"14"	"musculoskeletal"	"darkolivegreen"	"735-739.99"	" Acquired deformities"
"736.1"	"Acquired deformities of forearm"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"735-739.99"	" Acquired deformities"
"736.2"	"Acquired deformities of finger"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"735-739.99"	" Acquired deformities"
"736.3"	"Acquired deformities of hip"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"735-739.99"	" Acquired deformities"
"736.4"	"Genu valgum or varum (acquired)"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"735-739.99"	" Acquired deformities"
"736.5"	"Acquired deformities of knee"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"735-739.99"	" Acquired deformities"
"736.6"	"Unequal leg length (acquired)"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"735-739.99"	" Acquired deformities"
"737"	"Curvature of spine"	"Both"	"1"	"0"	"14"	"musculoskeletal"	"darkolivegreen"	"735-739.99"	" Acquired deformities"
"737.1"	"Kyphosis (acquired)"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"735-739.99"	" Acquired deformities"
"737.2"	"Lordosis (acquired)"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"735-739.99"	" Acquired deformities"
"737.3"	"Kyphoscoliosis and scoliosis"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"735-739.99"	" Acquired deformities"
"738"	"Other acquired musculoskeletal deformity"	"Both"	"1"	"0"	"14"	"musculoskeletal"	"darkolivegreen"	"735-739.99"	" Acquired deformities"
"738.4"	"Acquired spondylolisthesis"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"735-739.99"	" Acquired deformities"
"739"	"Contracture of joint"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"735-739.99"	" Acquired deformities"
"740"	"Osteoarthrosis"	"Both"	"1"	"0"	"14"	"musculoskeletal"	"darkolivegreen"	"740-740.99"	" osteoarthritis"
"740.1"	"Osteoarthritis; localized"	"Both"	"1"	"0"	"14"	"musculoskeletal"	"darkolivegreen"	"740-740.99"	" osteoarthritis"
"740.11"	"Osteoarthrosis, localized, primary"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"740-740.99"	" osteoarthritis"
"740.12"	"Osteoarthrosis, localized, secondary"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"740-740.99"	" osteoarthritis"
"740.2"	"Osteoarthrosis, generalized"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"740-740.99"	" osteoarthritis"
"740.3"	"Osteoarthrosis involving more than one site, but not specified as generalized"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"740-740.99"	" osteoarthritis"
"740.9"	"Osteoarthrosis NOS"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"740-740.99"	" osteoarthritis"
"741"	"Symptoms and disorders of the joints"	"Both"	"1"	"0"	"14"	"musculoskeletal"	"darkolivegreen"	"741-742.99"	" other non-traumatic joint disorders"
"741.1"	"Ankylosis of joint"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"741-742.99"	" other non-traumatic joint disorders"
"741.2"	"Stiffness of joint"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"741-742.99"	" other non-traumatic joint disorders"
"741.3"	"Difficulty in walking"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"741-742.99"	" other non-traumatic joint disorders"
"741.4"	"Joint effusions"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"741-742.99"	" other non-traumatic joint disorders"
"741.5"	"Hemarthrosis"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"741-742.99"	" other non-traumatic joint disorders"
"741.6"	"Villonodular synovitis"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"741-742.99"	" other non-traumatic joint disorders"
"742"	"Derangement of joint, non-traumatic"	"Both"	"1"	"0"	"14"	"musculoskeletal"	"darkolivegreen"	"741-742.99"	" other non-traumatic joint disorders"
"742.1"	"Loose body in joint"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"741-742.99"	" other non-traumatic joint disorders"
"742.2"	"Pathological, developmental or recurrent dislocation"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"741-742.99"	" other non-traumatic joint disorders"
"742.8"	"Articular cartilage disorder"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"741-742.99"	" other non-traumatic joint disorders"
"742.9"	"Other derangement of joint"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"741-742.99"	" other non-traumatic joint disorders"
"743"	"Osteoporosis, osteopenia and pathological fracture"	"Both"	"1"	"0"	"14"	"musculoskeletal"	"darkolivegreen"	"743-744.99"	" osteopenia, osteoporosis, pathological fractures"
"743.1"	"Osteoporosis"	"Both"	"1"	"0"	"14"	"musculoskeletal"	"darkolivegreen"	"743-744.99"	" osteopenia, osteoporosis, pathological fractures"
"743.11"	"Osteoporosis NOS"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"743-744.99"	" osteopenia, osteoporosis, pathological fractures"
"743.12"	"Senile osteoporosis"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"743-744.99"	" osteopenia, osteoporosis, pathological fractures"
"743.13"	"Other specified osteoporosis"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"743-744.99"	" osteopenia, osteoporosis, pathological fractures"
"743.2"	"Pathologic fracture"	"Both"	"1"	"0"	"14"	"musculoskeletal"	"darkolivegreen"	"743-744.99"	" osteopenia, osteoporosis, pathological fractures"
"743.21"	"Pathologic fracture of vertebrae"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"743-744.99"	" osteopenia, osteoporosis, pathological fractures"
"743.22"	"Pathologic fracture of femur"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"743-744.99"	" osteopenia, osteoporosis, pathological fractures"
"743.4"	"Stress fracture"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"743-744.99"	" osteopenia, osteoporosis, pathological fractures"
"743.9"	"Osteopenia or other disorder of bone and cartilage"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"743-744.99"	" osteopenia, osteoporosis, pathological fractures"
"745"	"Pain in joint"	"Both"	"1"	"1"	"14"	"musculoskeletal"	"darkolivegreen"	"745-745.99"	" Pain in joint"
"747"	"Cardiac and circulatory congenital anomalies"	"Both"	"1"	"0"	"15"	"congenital anomalies"	"mediumspringgreen"	"747-747.99"	" congenital anomalies, circulatory and cardiac"
"747.1"	"Cardiac congenital anomalies"	"Both"	"1"	"0"	"15"	"congenital anomalies"	"mediumspringgreen"	"747-747.99"	" congenital anomalies, circulatory and cardiac"
"747.11"	"Cardiac shunt/ heart septal defect"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"747-747.99"	" congenital anomalies, circulatory and cardiac"
"747.12"	"Valvular heart disease/ heart chambers"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"747-747.99"	" congenital anomalies, circulatory and cardiac"
"747.13"	"Congenital anomalies of great vessels"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"747-747.99"	" congenital anomalies, circulatory and cardiac"
"747.2"	"Congenital anomalies of peripheral vascular system"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"747-747.99"	" congenital anomalies, circulatory and cardiac"
"748"	"Anomalies of respiratory system, congenital"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"748-749.99"	" congenital anomalies of respiratory system, face and neck"
"749"	"Congenital anomalies of face and neck"	"Both"	"1"	"0"	"15"	"congenital anomalies"	"mediumspringgreen"	"748-749.99"	" congenital anomalies of respiratory system, face and neck"
"749.1"	"Cleft palate"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"747-759.99"	""
"749.2"	"Congenital anomalies of skull and face bones"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"748-749.99"	" congenital anomalies of respiratory system, face and neck"
"750"	"Digestive congenital anomalies"	"Both"	"1"	"0"	"15"	"congenital anomalies"	"mediumspringgreen"	"750-751.99"	" congenital anomalies of gi, urinary tract"
"750.1"	"Upper gastrointestinal congenital anomalies"	"Both"	"1"	"0"	"15"	"congenital anomalies"	"mediumspringgreen"	"750-751.99"	" congenital anomalies of gi, urinary tract"
"750.11"	"Esophageal atresia/tracheoesophageal fistula"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"750-751.99"	" congenital anomalies of gi, urinary tract"
"750.13"	"Congenital anomalies of mouth/tongue"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"750-751.99"	" congenital anomalies of gi, urinary tract"
"750.14"	"Congenital anomalies of esophagus"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"750-751.99"	" congenital anomalies of gi, urinary tract"
"750.15"	"Congenital anomalies of stomach"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"750-751.99"	" congenital anomalies of gi, urinary tract"
"750.2"	"Lower gastrointestinal congenital anomalies"	"Both"	"1"	"0"	"15"	"congenital anomalies"	"mediumspringgreen"	"750-751.99"	" congenital anomalies of gi, urinary tract"
"750.21"	"Congenital anomalies of intestine"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"750-751.99"	" congenital anomalies of gi, urinary tract"
"750.22"	"Congenital anomaly of gallbladder, bile ducts, liver, pancreas"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"750-751.99"	" congenital anomalies of gi, urinary tract"
"750.5"	"Congenital hypertrophic pyloric stenosis"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"750-751.99"	" congenital anomalies of gi, urinary tract"
"751"	"Genitourinary congenital anomalies"	"Both"	"1"	"0"	"15"	"congenital anomalies"	"mediumspringgreen"	"750-751.99"	" congenital anomalies of gi, urinary tract"
"751.1"	"Congenital anomalies of genital organs"	"Both"	"1"	"0"	"15"	"congenital anomalies"	"mediumspringgreen"	"750-751.99"	" congenital anomalies of gi, urinary tract"
"751.11"	"Congenital anomalies of female genital organs"	"Female"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"750-751.99"	" congenital anomalies of gi, urinary tract"
"751.12"	"Congenital anomalies of male genital organs"	"Male"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"750-751.99"	" congenital anomalies of gi, urinary tract"
"751.2"	"Congenital anomalies of urinary system"	"Both"	"1"	"0"	"15"	"congenital anomalies"	"mediumspringgreen"	"750-751.99"	" congenital anomalies of gi, urinary tract"
"751.21"	"Cystic kidney disease"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"750-751.99"	" congenital anomalies of gi, urinary tract"
"751.22"	"Other specified congenital anomalies of kidney"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"750-751.99"	" congenital anomalies of gi, urinary tract"
"751.3"	"Obstructive genitourinary defect"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"750-751.99"	" congenital anomalies of gi, urinary tract"
"752"	"Nervous system congenital anomalies"	"Both"	"1"	"0"	"15"	"congenital anomalies"	"mediumspringgreen"	"752-754.99"	" congenital anomalies of nervous system, spine"
"752.1"	"Neural tube defects"	"Both"	"1"	"0"	"15"	"congenital anomalies"	"mediumspringgreen"	"752-754.99"	" congenital anomalies of nervous system, spine"
"752.11"	"Spina bifida"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"752-754.99"	" congenital anomalies of nervous system, spine"
"752.2"	"Other specified congenital anomalies of nervous system"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"752-754.99"	" congenital anomalies of nervous system, spine"
"753"	"Congenital anomalies of the eye"	"Both"	"1"	"0"	"15"	"congenital anomalies"	"mediumspringgreen"	"752-754.99"	" congenital anomalies of nervous system, spine"
"753.1"	"Congenital cataract and lens anomalies"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"752-754.99"	" congenital anomalies of nervous system, spine"
"753.2"	"Congenital anomalies of posterior segment of eye"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"752-754.99"	" congenital anomalies of nervous system, spine"
"754"	"Congenital musculoskeletal deformities of spine"	"Both"	"1"	"0"	"15"	"congenital anomalies"	"mediumspringgreen"	"754-756.99"	" congenital musculoskeletal anomalies"
"754.1"	"Lumbosacral spondylolysis, congenital"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"754-756.99"	" congenital musculoskeletal anomalies"
"754.2"	"Spondylolisthesis, congenital"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"754-756.99"	" congenital musculoskeletal anomalies"
"755"	"Congenital anomalies of limbs"	"Both"	"1"	"0"	"15"	"congenital anomalies"	"mediumspringgreen"	"754-756.99"	" congenital musculoskeletal anomalies"
"755.1"	"Congenital deformities of feet"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"754-756.99"	" congenital musculoskeletal anomalies"
"755.3"	"Congenital anomaly of fingers/toes"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"754-756.99"	" congenital musculoskeletal anomalies"
"755.4"	"Congenital anomalies of upper limb, including shoulder girdle"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"754-756.99"	" congenital musculoskeletal anomalies"
"755.6"	"Other congenital anomalies of lower limb, including pelvic girdle"	"Both"	"1"	"0"	"15"	"congenital anomalies"	"mediumspringgreen"	"754-756.99"	" congenital musculoskeletal anomalies"
"755.61"	"Congenital hip dysplasia and deformity"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"754-756.99"	" congenital musculoskeletal anomalies"
"756"	"Other congenital musculoskeletal anomalies"	"Both"	"1"	"0"	"15"	"congenital anomalies"	"mediumspringgreen"	"754-756.99"	" congenital musculoskeletal anomalies"
"756.1"	"Congenital anomalies of abdominal wall; diaphram"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"754-756.99"	" congenital musculoskeletal anomalies"
"756.2"	"Pectus and other congenital anomalies of ribs/sternum"	"Both"	"1"	"0"	"15"	"congenital anomalies"	"mediumspringgreen"	"754-756.99"	" congenital musculoskeletal anomalies"
"756.21"	"Pectus excavatum"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"754-756.99"	" congenital musculoskeletal anomalies"
"756.22"	"Pectus carinatum"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"754-756.99"	" congenital musculoskeletal anomalies"
"756.3"	"Congenital anomalies of muscle, tendon, fascia, and connective tissue"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"754-756.99"	" congenital musculoskeletal anomalies"
"756.5"	"Congenital osteodystrophies"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"754-756.99"	" congenital musculoskeletal anomalies"
"757"	"Congenital anomalies of the integument"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"756-759.99"	" All other congenital anomalies"
"758"	"Chromosomal anomalies and genetic disorders"	"Both"	"1"	"0"	"15"	"congenital anomalies"	"mediumspringgreen"	"756-759.99"	" All other congenital anomalies"
"758.1"	"Chromosomal anomalies"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"756-759.99"	" All other congenital anomalies"
"759"	"Other and unspecified congenital anomalies"	"Both"	"1"	"0"	"15"	"congenital anomalies"	"mediumspringgreen"	"756-759.99"	" All other congenital anomalies"
"759.1"	"Anomalies of endocrine glands, congenital"	"Both"	"1"	"1"	"15"	"congenital anomalies"	"mediumspringgreen"	"756-759.99"	" All other congenital anomalies"
"760"	"Back pain"	"Both"	"1"	"1"	"17"	"symptoms"	"purple"	"760-760.99"	" Back pain"
"761"	"Cervicalgia"	"Both"	"1"	"1"	"17"	"symptoms"	"purple"	"761-761.99"	" neck pain"
"763"	"Thoracic or lumbosacral neuritis or radiculitis, unspecified"	"Both"	"1"	"1"	"17"	"symptoms"	"purple"	"763-767.99"	" neuralgia, neuritis, and radiculitis,"
"764"	"Sciatica"	"Both"	"1"	"1"	"17"	"symptoms"	"purple"	"763-767.99"	" neuralgia, neuritis, and radiculitis,"
"765"	"Cervical radiculitis"	"Both"	"1"	"1"	"17"	"symptoms"	"purple"	"763-767.99"	" neuralgia, neuritis, and radiculitis,"
"766"	"Neuralgia, neuritis, and radiculitis NOS"	"Both"	"1"	"1"	"17"	"symptoms"	"purple"	"763-767.99"	" neuralgia, neuritis, and radiculitis,"
"767"	"Cervicocranial/Cervicobrachial syndrome"	"Both"	"1"	"1"	"17"	"symptoms"	"purple"	"763-767.99"	" neuralgia, neuritis, and radiculitis,"
"769"	"Nonallopathic lesions NEC"	"Both"	"1"	"1"	"17"	"symptoms"	"purple"	"769-769.99"	" Nonallopathic lesions, NEC"
"770"	"Myalgia and myositis unspecified"	"Both"	"1"	"1"	"17"	"symptoms"	"purple"	"770-770.99"	" Myalgia and myositis unspecified"
"771"	"Musculoskeletal symptoms referable to limbs"	"Both"	"1"	"1"	"17"	"symptoms"	"purple"	"771-771.99"	" Musculoskeletal symptoms referable to limbs"
"771.1"	"Swelling of limb"	"Both"	"0"	"1"	"17"	"symptoms"	"purple"	"771-771.99"	" Musculoskeletal symptoms referable to limbs"
"771.2"	"Cramp of limb"	"Both"	"0"	"1"	"17"	"symptoms"	"purple"	"771-771.99"	" Musculoskeletal symptoms referable to limbs"
"772"	"Symptoms of the muscles"	"Both"	"1"	"1"	"17"	"symptoms"	"purple"	"772-772.99"	" Other muscular symptoms"
"772.1"	"Muscular wasting and disuse atrophy"	"Both"	"0"	"1"	"17"	"symptoms"	"purple"	"772-772.99"	" Other muscular symptoms"
"772.2"	"Spasm of muscle"	"Both"	"0"	"1"	"17"	"symptoms"	"purple"	"772-772.99"	" Other muscular symptoms"
"772.3"	"Muscle weakness"	"Both"	"0"	"1"	"17"	"symptoms"	"purple"	"772-772.99"	" Other muscular symptoms"
"772.4"	"Rhabdomyolysis"	"Both"	"0"	"1"	"17"	"symptoms"	"purple"	"772-772.99"	" Other muscular symptoms"
"772.6"	"Facial weakness"	"Both"	"0"	"1"	"17"	"symptoms"	"purple"	"772-772.99"	" Other muscular symptoms"
"780"	"Hypothermia/Chills"	"Both"	"1"	"1"	"17"	"symptoms"	"purple"	"780-780.99"	" Hypothermia/Chills"
"781"	"Symptoms involving nervous and musculoskeletal systems"	"Both"	"1"	"1"	"17"	"symptoms"	"purple"	"781-781.99"	" Symptoms involving nervous and musculoskeletal systems"
"781.1"	"Loss of height"	"Both"	"0"	"1"	"17"	"symptoms"	"purple"	"781-781.99"	" Symptoms involving nervous and musculoskeletal systems"
"781.2"	"Abnormal posture"	"Both"	"0"	"1"	"17"	"symptoms"	"purple"	"781-781.99"	" Symptoms involving nervous and musculoskeletal systems"
"782"	"Symptoms involving skin and other integumentary tissue"	"Both"	"1"	"1"	"17"	"symptoms"	"purple"	"782-782.99"	"Symptoms involving skin and other integumentary tissue"
"782.3"	"Edema"	"Both"	"0"	"1"	"17"	"symptoms"	"purple"	"782-782.99"	"Symptoms involving skin and other integumentary tissue"
"782.6"	"Pallor and flushing"	"Both"	"0"	"1"	"17"	"symptoms"	"purple"	"782-782.99"	"Symptoms involving skin and other integumentary tissue"
"783"	"Fever of unknown origin"	"Both"	"1"	"0"	"17"	"symptoms"	"purple"	"783-783.99"	" fever"
"783.1"	"Postprocedural fever"	"Both"	"1"	"1"	"17"	"symptoms"	"purple"	"783-783.99"	" fever"
"785"	"Abdominal pain"	"Both"	"1"	"1"	"17"	"symptoms"	"purple"	"785-785.99"	" Abdominal pain"
"788"	"Syncope and collapse"	"Both"	"1"	"1"	"17"	"symptoms"	"purple"	"788-788.99"	" Syncope and collapse"
"789"	"Nausea and vomiting"	"Both"	"1"	"0"	"17"	"symptoms"	"purple"	"789-789.99"	" Nausea and vomiting"
"789.1"	"Persistent vomiting"	"Both"	"1"	"1"	"17"	"symptoms"	"purple"	"789-789.99"	" Nausea and vomiting"
"790"	"Nonspecific findings on examination of blood"	"Both"	"1"	"1"	"17"	"symptoms"	"purple"	"790-790.99"	"Nonspecific findings on examination of blood"
"790.1"	"Elevated sedimentation rate"	"Both"	"0"	"1"	"17"	"symptoms"	"purple"	"790-790.99"	"Nonspecific findings on examination of blood"
"790.6"	"Other abnormal blood chemistry"	"Both"	"0"	"1"	"17"	"symptoms"	"purple"	"790-790.99"	"Nonspecific findings on examination of blood"
"790.8"	"Elevated C-reactive protein (CRP)"	"Both"	"0"	"1"	"17"	"symptoms"	"purple"	"790-790.99"	"Nonspecific findings on examination of blood"
"790.9"	"Abnormal arterial blood gases"	"Both"	"0"	"1"	"17"	"symptoms"	"purple"	"790-790.99"	"Nonspecific findings on examination of blood"
"791"	"Gangrene"	"Both"	"1"	"1"	"17"	"symptoms"	"purple"	"791-791.99"	" Gangrene"
"792"	"Abnormal Papanicolaou smear of cervix and cervical HPV"	"Female"	"1"	"0"	"11"	"genitourinary"	"black"	"174-184.99, 218-218.99, 792-792.99"	" cancer of female genital organs; benign neoplasm of uterus; abnormal pap smear"
